sentence_index	sentence
7139	You can see where Big Bad Love is trying to go , but it never quite gets there .
7140	Friday After Next is the kind of film that could only be made by African-Americans because of its broad racial insensitivity towards African-Americans .
7141	It 's not as awful as some of the recent Hollywood trip tripe ... but it 's far from a groundbreaking endeavor .
7142	The only thing `` swept away '' is the one hour and thirty-three minutes spent watching this waste of time .
7143	One-sided documentary offers simplistic explanations to a very complex situation .
7144	... Stylistically , the movie is a disaster .
7145	The corpse count ultimately overrides what little we learn along the way about vicarious redemption .
7146	As violent , profane and exploitative as the most offensive action flick you 've ever seen .
7147	Egoyan 's work often elegantly considers various levels of reality and uses shifting points of view , but here he has constructed a film so labyrinthine that it defeats his larger purpose .
7148	Life or Something Like It has its share of high points , but it misses too many opportunities .
7149	This is a truly , truly bad movie .
7150	Despite bearing the Paramount imprint , it 's a bargain-basement European pickup .
7151	What 's hard to understand is why anybody picked it up .
7152	Wiser souls would have tactfully pretended not to see it and left it lying there
7153	Believability was n't one of the film 's virtues .
7154	Sewer rats could watch this movie and be so skeeved out that they 'd need a shower .
7155	The Santa Clause 2 's plot may sound like it was co-written by Mattel executives and lobbyists for the tinsel industry .
7156	His best film remains his shortest , The Hole , which makes many of the points that this film does but feels less repetitive .
7157	Just another disjointed , fairly predictable psychological thriller .
7158	... stumbles over every cheap trick in the book trying to make the outrage come even easier .
7159	Even the hastily and amateurishly drawn animation can not engage .
7160	Kung Pow is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that .
7161	Busy urban comedy is clearly not Zhang 's forte , his directorial touch is neither light nor magical enough to bring off this kind of whimsy .
7162	Not completely loveable -- but what underdog movie since The Bad News Bears has been ?
7163	-- but certainly hard to hate .
7164	A movie that ca n't get sufficient distance from Leroy 's delusions to escape their maudlin influence .
7165	It 's Young Guns meets Goodfellas in this easily skippable hayseeds-vs .
7166	- greaseballs mob action-comedy .
7167	Louiso lets the movie dawdle in classic disaffected-indie-film mode , and brother Hoffman 's script stumbles over a late-inning twist that just does n't make sense .
7168	The movie straddles the fence between escapism and social commentary , and on both sides it falls short .
7169	The film is old-fashioned , occasionally charming and as subtle as boldface .
7170	Ca n't get enough of libidinous young city dwellers ?
7171	Try this obscenely bad dark comedy , so crass that it makes Edward Burns ' Sidewalks of New York look like Oscar Wilde .
7172	In The New Guy , even the bull gets recycled .
7173	Largely , this is a movie that also does it by the numbers .
7174	On top of a foundering performance , -LRB- Madonna 's -RRB- denied her own athleticism by lighting that emphasizes every line and sag .
7175	This is the first full scale WWII flick from Hong Kong 's John Woo .
7176	He 's not good with people .
7177	Patchy combination of soap opera , low-tech magic realism and , at times , ploddingly sociological commentary .
7178	-LRB- Stevens is -RRB- so stoked to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits .
7179	So boring that even its target audience talked all the way through it .
7180	One of the more glaring signs of this movie 's servitude to its superstar is the way it skirts around any scenes that might have required genuine acting from Ms. Spears .
7181	Hollywood Ending is the most disappointing Woody Allen movie ever .
7182	He has a great cast and a great idea .
7183	But the execution is a flop with the exception of about six gags that really work .
7184	... generically , forgettably pleasant from start to finish .
7185	It 's just hard to believe that a life like this can sound so dull .
7186	When not wallowing in its characters ' frustrations , the movie is busy contriving false , sitcom-worthy solutions to their problems .
7187	An overstylized , pur̩ed m̩lange of sex , psychology , drugs and philosophy .
7188	Sometimes entertaining , sometimes indulgent -- but never less than pure wankery .
7189	` Lovely and Amazing , ' unhappily , is neither ... excessively strained and contrived .
7190	Ringu is a disaster of a story , full of holes and completely lacking in chills .
7191	Ignore the reputation , and ignore the film .
7192	This one is a few bits funnier than Malle 's dud , if only because the cast is so engagingly messing around like Slob City reductions of Damon Runyon crooks .
7193	` It 's painful to watch Witherspoon 's talents wasting away inside unnecessary films like Legally Blonde and Sweet Home Abomination , I mean , Alabama . '
7194	A plodding teen remake that 's so mechanical you can smell the grease on the plot twists .
7195	Trying to figure out the rules of the Country Bear universe -- when are bears bears and when are they like humans , only hairier -- would tax Einstein 's brain .
7196	Even in terms of the low-grade cheese standards on which it operates , it never quite makes the grade as tawdry trash .
7197	Amidst the action , the script carries Arnold -LRB- and the viewers -RRB- into the forbidden zone of sympathizing with terrorist motivations by presenting the `` other side of the story . ''
7198	Rife with nutty cliches and far too much dialogue .
7199	It 's a 100-year old mystery that is constantly being interrupted by Elizabeth Hurley in a bathing suit .
7200	... one big laugh , three or four mild giggles , and a whole lot of not much else .
7201	Too intensely focused on the travails of being Hal Hartley to function as pastiche , No Such Thing is Hartley 's least accessible screed yet .
7202	Kenneth Branagh 's energetic sweet-and-sour performance as a curmudgeonly British playwright grounds this overstuffed , erratic dramedy in which he and his improbably forbearing wife contend with craziness and child-rearing in Los Angeles .
7203	Director Uwe Boll and writer Robert Dean Klein fail to generate any interest in an unsympathetic hero caught up in an intricate plot that while cleverly worked out , can not overcome blah characters .
7204	Ms. Phoenix is completely lacking in charm and charisma , and is unable to project either Esther 's initial anomie or her eventual awakening .
7205	The movie fails to portray its literarily talented and notorious subject as anything much more than a dirty old man .
7206	A clich̩d and shallow cautionary tale about the hard-partying lives of gay men .
7207	The fetid underbelly of fame has never looked uglier .
7208	A little weak -- and it is n't that funny .
7209	While it is welcome to see a Chinese film depict a homosexual relationship in a mature and frank fashion , Lan Yu never catches dramatic fire .
7210	The script boasts some tart TV-insider humor , but the film has not a trace of humanity or empathy .
7211	Despite the pyrotechnics , Narc is strictly by the book .
7212	In both the writing and cutting , it does not achieve the kind of dramatic unity that transports you .
7213	You end up simply admiring this bit or that , this performance or that .
7214	Cacoyannis is perhaps too effective in creating an atmosphere of dust-caked stagnation and labored gentility .
7215	Worth seeing once , but its charm quickly fades .
7216	The original was n't a good movie but this remake makes it look like a masterpiece !
7217	One suspects that Craven endorses They simply because this movie makes his own look much better by comparison .
7218	Gere gives a good performance in a film that does n't merit it .
7219	Your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .
7220	Includes too much obvious padding .
7221	There 's no palpable chemistry between Lopez and male lead Ralph Fiennes , plus the script by Working Girl scribe Kevin Wade is workmanlike in the extreme .
7222	I 'm not sure which half of Dragonfly is worse : The part where nothing 's happening , or the part where something 's happening , but it 's stupid .
7223	Do n't expect any subtlety from this latest entry in the increasingly threadbare gross-out comedy cycle .
7224	The only camouflage Carvey should now be considering is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers .
7225	Shot like a postcard and overacted with all the boozy self-indulgence that brings out the worst in otherwise talented actors ...
7226	Spain 's greatest star wattage does n't overcome the tumult of maudlin tragedy .
7227	Conforms itself with creating a game of ` who 's who ' ... where the characters ' moves are often more predictable than their consequences .
7228	Looks and feels like a low-budget hybrid of Scarface or Carlito 's Way .
7229	The script is a tired one , with few moments of joy rising above the stale material .
7230	Suffers from all the excesses of the genre .
7231	The verdict : Two bodies and hardly a laugh between them .
7232	The latest Adam Sandler assault and possibly the worst film of the year .
7233	Downbeat , period-perfect biopic hammers home a heavy-handed moralistic message .
7234	While the film is competent , it 's also uninspired , lacking the real talent and wit to elevate it beyond its formula to the level of classic romantic comedy to which it aspires .
7235	They ought to be a whole lot scarier than they are in this tepid genre offering .
7236	It 's harmless , diverting fluff .
7237	But it 's hard to imagine a more generic effort in the genre .
7238	It 's just plain lurid when it is n't downright silly .
7239	Comedy troupe Broken Lizard 's first movie is very funny but too concerned with giving us a plot .
7240	Pap invested in undergraduate doubling subtexts and ridiculous stabs at existentialism reminding of the discovery of the wizard of God in the fifth Trek flick .
7241	A horror movie with seriously dumb characters , which somewhat dilutes the pleasure of watching them stalked by creepy-crawly bug things that live only in the darkness .
7242	It 's a film with an idea buried somewhere inside its fabric , but never clearly seen or felt .
7243	` All in all , Reign of Fire will be a good -LRB- successful -RRB- rental . '
7244	Occasionally funny , sometimes inspiring , often boring .
7245	A movie in which two not very absorbing characters are engaged in a romance you ca n't wait to see end .
7246	The predominantly amateur cast is painful to watch , so stilted and unconvincing are the performances .
7247	Who are ` they ' ?
7248	Well , they 're ` they ' .
7249	They 're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid .
7250	They exist for hushed lines like `` They 're back ! ''
7251	, `` They 're out there ! ''
7252	and `` They 're coming ! ''
7253	Elegantly crafted but emotionally cold , a puzzle whose intricate construction one can admire but is difficult to connect with on any deeper level .
7254	Were Dylan Thomas alive to witness first-time director Ethan Hawke 's strained Chelsea Walls , he might have been tempted to change his landmark poem to , ` Do Not Go Gentle Into That Good Theatre . '
7255	The story has its redundancies , and the young actors , not very experienced , are sometimes inexpressive .
7256	I 'm sure the filmmaker would disagree , but , honestly , I do n't see the point .
7257	It 's a visual Rorschach test and I must have failed .
7258	The film is really closer to porn than a serious critique of what 's wrong with this increasingly pervasive aspect of gay culture .
7259	Murder by Numbers just does n't add up .
7260	Clare Peploe 's airless movie adaptation could use a little American Pie-like irreverence .
7261	Video games are more involving than this mess .
7262	Clayburgh and Tambor are charming performers ; neither of them deserves Eric Schaeffer .
7263	A pale Xerox of other , better crime movies .
7264	... a hokey piece of nonsense that tries too hard to be emotional .
7265	Illiterate , often inert sci-fi action thriller .
7266	A perfect example of rancid , well-intentioned , but shamelessly manipulative movie making .
7267	The adventure does n't contain half the excitement of Balto , or quarter the fun of Toy Story 2 .
7268	Essentially a collection of bits -- and they 're all naughty .
7269	A mess .
7270	The screenplay does too much meandering , Norton has to recite bland police procedural details , Fiennes wanders around in an attempt to seem weird and distanced , Hopkins looks like a drag queen .
7271	The screenplay by James Eric , James Horton and director Peter O'Fallon ... is so pat it makes your teeth hurt .
7272	Before it takes a sudden turn and devolves into a bizarre sort of romantic comedy , Steven Shainberg 's adaptation of Mary Gaitskill 's harrowing short story ... is a brilliantly played , deeply unsettling experience .
7273	Solaris is rigid and evasive in ways that Soderbergh 's best films , `` Erin Brockovich , '' `` Out of Sight '' and `` Ocean 's Eleven , '' never were .
7274	Seems like something American and European gay movies were doing 20 years ago .
7275	In the process of trimming the movie to an expeditious 84 minutes , director Roger Kumble seems to have dumped a whole lot of plot in favor of ... outrageous gags .
7276	You can see the would-be surprises coming a mile away , and the execution of these twists is delivered with a hammer .
7277	Thumbs down .
7278	The characters are paper thin and the plot is so cliched and contrived that it makes your least favorite James Bond movie seem as cleverly plotted as The Usual Suspects .
7279	... del Toro maintains a dark mood that makes the film seem like something to endure instead of enjoy .
7280	The movie eventually snaps under the strain of its plot contrivances and its need to reassure .
7281	The real question this movie poses is not ` Who ? '
7282	but ` Why ? '
7283	Now here 's a sadistic bike flick that would have made Vittorio De Sica proud .
7284	A movie that 's about as overbearing and over-the-top as the family it depicts .
7285	A movie in which laughter and self-exploitation merge into jolly soft-porn 'em powerment . '
7286	Occasionally interesting but essentially unpersuasive , a footnote to a still evolving story .
7287	If we 're to slap protagonist Genevieve LePlouff because she 's French , do we have that same option to slap her creators because they 're clueless and inept ?
7288	Moretti plays Giovanni , a psychiatrist who predictably finds it difficult to sustain interest in his profession after the family tragedy .
7289	Too predictably , in fact .
7290	Alternative medicine obviously has its merits ... but Ayurveda does the field no favors .
7291	This thing works on no level whatsoever for me .
7292	It follows the basic plot trajectory of nearly every Schwarzenegger film : Someone crosses Arnie .
7293	Arnie blows things up .
7294	Ice Age posits a heretofore unfathomable question : Is it possible for computer-generated characters to go through the motions ?
7295	An incoherent jumble of a film that 's rarely as entertaining as it could have been .
7296	... they missed the boat .
7297	More dutiful than enchanting ... terribly episodic and lacking the spark of imagination that might have made it an exhilarating treat .
7298	Laconic and very stilted in its dialogue , this indie flick never found its audience , probably because it 's extremely hard to relate to any of the characters .
7299	The comedy Death to Smoochy is a rancorous curiosity : a movie without an apparent audience .
7300	Barney 's ideas about creation and identity do n't really seem all that profound , at least by way of what can be gleaned from this three-hour endurance test built around an hour 's worth of actual material .
7301	Affleck merely creates an outline for a role he still needs to grow into , a role that Ford effortlessly filled with authority .
7302	Cinematic pyrotechnics aside , the only thing Avary seems to care about are mean giggles and pulchritude .
7303	It makes sense that he went back to school to check out the girls -- his film is a frat boy 's idea of a good time .
7304	The narrative is so consistently unimaginative that probably the only way to have saved the film is with the aid of those wisecracking Mystery Science Theater 3000 guys .
7305	Nothing more or less than an outright bodice-ripper -- it should have ditched the artsy pretensions and revelled in the entertaining shallows .
7306	A living testament to the power of the eccentric and the strange .
7307	The fact that it is n't very good is almost beside the point .
7308	Feels less like a cousin to Blade Runner than like a bottom-feeder sequel in the Escape From New York series .
7309	What might have been acceptable on the printed page of Iles ' book does not translate well to the screen .
7310	If Oscar had a category called Best Bad Film You Thought Was Going To Be Really Awful But Was n't , Guys would probably be duking it out with The Queen of the Damned for the honor .
7311	A poky and pseudo-serious exercise in sham actor workshops and an affected malaise .
7312	Mediocre fable from Burkina Faso .
7313	Fessenden has nurtured his metaphors at the expense of his narrative , but he does display an original talent .
7314	Since the movie is based on a Nicholas Sparks best seller , you know death is lurking around the corner , just waiting to spoil things .
7315	Bottom-rung New Jack City wannabe .
7316	Fincher takes no apparent joy in making movies , and he gives none to the audience .
7317	It 's mildly amusing , but I certainly ca n't recommend it .
7318	Nicholas Nickleby celebrates the human spirit with such unrelenting Dickensian decency that it turned me -LRB- horrors ! -RRB-
7319	into Scrooge .
7320	Fear Dot Com is more frustrating than a modem that disconnects every 10 seconds .
7321	Full of flatulence jokes and mild sexual references , Kung Pow !
7322	is the kind of movie that 's critic-proof , simply because it aims so low .
7323	May cause you to bite your tongue to keep from laughing at the ridiculous dialog or the oh-so convenient plot twists .
7324	There are just too many characters saying too many clever things and getting into too many pointless situations .
7325	Where 's the movie here ?
7326	A dark , dull thriller with a parting shot that misfires .
7327	Lacking substance and soul , Crossroads comes up shorter than Britney 's cutoffs .
7328	Cassavetes thinks he 's making Dog Day Afternoon with a cause , but all he 's done is to reduce everything he touches to a shrill , didactic cartoon .
7329	Buries an interesting storyline about morality and the choices we make underneath such a mountain of clich̩s and borrowed images that it might more accurately be titled Mr. Chips off the Old Block .
7330	Although sensitive to a fault , it 's often overwritten , with a surfeit of weighty revelations , flowery dialogue , and nostalgia for the past and roads not taken .
7331	It 's so badly made on every level that I 'm actually having a hard time believing people were paid to make it .
7332	Without non-stop techno or the existential overtones of a Kieslowski morality tale , Maelstr̦m is just another Winter Sleepers .
7333	Nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy .
7334	` A ' for creativity but comes across more as a sketch for a full-length comedy .
7335	If there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam .
7336	The script kicks in , and Mr. Hartley 's distended pace and foot-dragging rhythms follow .
7337	-LRB- E -RRB- ventually , every idea in this film is flushed down the latrine of heroism .
7338	I am sorry that I was unable to get the full brunt of the comedy .
7339	No telegraphing is too obvious or simplistic for this movie .
7340	Looks and feels like a project better suited for the small screen .
7341	In its best moments , resembles a bad high school production of Grease , without benefit of song .
7342	Indifferently implausible popcorn programmer of a movie .
7343	It 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn .
7344	His comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level .
7345	Christina Ricci comedy about sympathy , hypocrisy and love is a misfire .
7346	At times , the suspense is palpable , but by the end there 's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential .
7347	They should have called it Gutterball .
7348	Thekids will probably stay amused at the kaleidoscope of big , colorful characters .
7349	Mom and Dad can catch some quality naptime along the way .
7350	It 's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic .
7351	The best that can be said about the work here of Scottish director Ritchie ... is that he obviously does n't have his heart in it .
7352	Less dizzying than just dizzy , the jaunt is practically over before it begins .
7353	Slick piece of cross-promotion .
7354	Taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .
7355	It believes it 's revealing some great human truths , when , in reality , it 's churning ground that has long passed the point of being fertile .
7356	It all drags on so interminably it 's like watching a miserable relationship unfold in real time .
7357	Villeneuve spends too much time wallowing in Bibi 's generic angst -LRB- there are a lot of shots of her gazing out windows -RRB- .
7358	-LRB- T -RRB- here 's only so much anyone can do with a florid , overplotted , Anne Rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them .
7359	It 's another video movie photographed like a film , with the bad lighting that 's often written off as indie film naturalism .
7360	The techno tux is good for a few laughs , as are Chan and Hewitt , but when such a good design turns out to be a cheap knockoff , we ca n't recommend anything but a rental for The Tuxedo .
7361	I got a headache watching this meaningless downer .
7362	Apart from dazzling cinematography , we 've seen just about everything in Blue Crush in one form or the other .
7363	Too much of the humor falls flat .
7364	Detox is ultimately a pointless endeavor .
7365	Van Wilder does n't bring anything new to the proverbial table , but it does possess a coherence absent in recent crass-a-thons like Tomcats , Freddy Got Fingered , and Slackers .
7366	The piquant story needs more dramatic meat on its bones .
7367	Very special effects , brilliantly bold colors and heightened reality ca n't hide the giant Achilles ' heel in `` Stuart Little 2 `` : There 's just no story , folks .
7368	The plot combines The Blues Brothers and Almost Famous -LRB- but with bears , and a G rating -RRB- , with an excruciating dollop of Disney sentimentality mixed in for good measure .
7369	No way I can believe this load of junk .
7370	`` Roger Michell -LRB- '' Notting Hill `` -RRB- directs a morality thriller . ''
7371	It 's dumb , but more importantly , it 's just not scary .
7372	There is no pleasure in watching a child suffer .
7373	Just embarrassment and a vague sense of shame .
7374	The movie 's accumulated force still feels like an ugly knot tightening in your stomach .
7375	But is that knot from dramatic tension or a symptom of artistic malnutrition ?
7376	Even with a green Mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , Kilmer seems to be posing , rather than acting .
7377	And that leaves a hole in the center of The Salton Sea .
7378	There 's just no currency in deriding James Bond for being a clich̩d , doddering , misogynistic boy 's club .
7379	When the film ended , I felt tired and drained and wanted to lie on my own deathbed for a while .
7380	Full of witless jokes , dealing in broad stereotypes and outrageously unbelievable scenarios , and saddled with a general air of misogyny
7381	The film 's hackneyed message is not helped by the thin characterizations , nonexistent plot and pretentious visual style .
7382	The Iditarod lasts for days - this just felt like it did .
7383	It feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes .
7384	This movie is maddening .
7385	It conveys a simple message in a visual style that is willfully overwrought .
7386	Should have been someone else -
7387	The film is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner .
7388	Why make a documentary about these marginal historical figures ?
7389	Would n't one about their famous dad , author of Death in Venice , etc. , be more valuable ?
7390	The lower your expectations , the more you 'll enjoy it .
7391	Rarely has leukemia looked so shimmering and benign .
7392	... is an arthritic attempt at directing by Callie Khouri .
7393	I had to look away - this was god awful .
7394	Even in this less-than-magic kingdom , Reese rules .
7395	Velocity represents everything wrong with '' independent film '' as a commodified , sold-out concept on the American filmmaking scene .
7396	Just one bad idea after another .
7397	Because of an unnecessary and clumsy last scene , ` Swimfan ' left me with a very bad feeling .
7398	Though Moonlight Mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama .
7399	A movie that hovers somewhere between an acute character study and a trite power struggle .
7400	Corpus Collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in .
7401	The last 20 minutes are somewhat redeeming , but most of the movie is the same teenage American road-trip drek we 've seen before - only this time you have to read the fart jokes
7402	It 's hard to like a film about a guy who is utterly unlikeable , and Shiner , starring Michael Caine as an aging British boxing promoter desperate for a taste of fame and fortune , is certainly that .
7403	A by-the-numbers effort that wo n't do much to enhance the franchise .
7404	Involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters .
7405	Overall the film feels like a low-budget TV pilot that could not find a buyer to play it on the tube .
7406	It 's of the quality of a lesser Harrison Ford movie - Six Days , Seven Nights , maybe , or that dreadful Sabrina remake .
7407	It appears that something has been lost in the translation to the screen .
7408	Despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on TV and purports to amuse small children and ostensible adults .
7409	An unclassifiably awful study in self - and audience-abuse .
7410	This movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work .
7411	Hey Arnold !
7412	The Movie could have been made 40 years ago , and parents ' appreciation of it may depend on whether they consider that a good thing .
7413	This one is definitely one to skip , even for horror movie fanatics .
7414	Excessive , profane , packed with cartoonish violence and comic-strip characters .
7415	Once the 50 year old Benigni appears as the title character , we find ourselves longing for the block of wood to come back .
7416	A working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered .
7417	If the movie succeeds in instilling a wary sense of ` there but for the grace of God , ' it is far too self-conscious to draw you deeply into its world .
7418	There are simply too many ideas floating around -- part farce , part Sliding Doors , part pop video -- and yet failing to exploit them .
7419	It takes a strange kind of laziness to waste the talents of Robert Forster , Anne Meara , Eugene Levy , and Reginald VelJohnson all in the same movie .
7420	We have n't seen such hilarity since Say It Is n't So !
7421	Expect the same-old , lame-old slasher nonsense , just with different scenery .
7422	The Cold Turkey would 've been a far better title .
7423	The idea of 49-year-old Roberto Benigni playing the wooden boy Pinocchio is scary enough .
7424	The reality of the new live-action Pinocchio he directed , cowrote and starred in borders on the grotesque .
7425	The ga-zillionth airhead movie about a wife in distress who resorts to desperate measures .
7426	Zaidan 's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight .
7427	Try as I may , I ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` Thank you ! '
7428	when Leguizamo finally plugged an irritating character late in the movie .
7429	While it 's nice to watch a movie that has n't been focus-grouped into tedium , Yu 's cinematic alchemy produces nearly as much lead as gold .
7430	It treats women like idiots .
7431	Though Catch Me If You Can is n't badly made , the fun slowly leaks out of the movie .
7432	Just an average comedic dateflick but not a waste of time .
7433	A valueless kiddie paean to pro basketball underwritten by the NBA .
7434	Impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly .
7435	For starters , the story is just too slim .
7436	So much facile technique , such cute ideas , so little movie .
7437	The experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not .
7438	The film takes the materials of human tragedy and dresses them in lovely costumes , Southern California locations and star power .
7439	It has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death .
7440	Almost gags on its own gore .
7441	How do you spell clich̩ ?
7442	It 's sweet , harmless , dumb , occasionally funny and about as compelling as a fishing show .
7443	The moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth .
7444	While -LRB- Hill -RRB- has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film .
7445	In the real world , an actor this uncharismatically beautiful would have a r̩sum̩ loaded with credits like `` Girl in Bar # 3 . ''
7446	Too much of it feels unfocused and underdeveloped .
7447	Under 15 ?
7448	A giggle a minute .
7449	Over age 15 ?
7450	Big Fat Waste of Time .
7451	Hey Arnold !
7452	The Movie is what happens when you blow up small potatoes to 10 times their natural size , and it ai n't pretty .
7453	Sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest .
7454	This is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience .
7455	You really have to wonder how on earth anyone , anywhere could have thought they 'd make audiences guffaw with a script as utterly diabolical as this .
7456	In the end , we are left with something like two ships passing in the night rather than any insights into gay love , Chinese society or the price one pays for being dishonest .
7457	Chokes on its own depiction of upper-crust decorum .
7458	Well-nigh unendurable ... though the picture strains to become cinematic poetry , it remains depressingly prosaic and dull .
7459	I thought my own watch had stopped keeping time as I slogged my way through Clockstoppers .
7460	While much of the cast has charm -- especially Allodi and Nolden -- the performers are sunk by the film 's primitive approach to the mechanics of comedy .
7461	This directorial debut from music video show-off Higuchinsky is all flash .
7462	Yes , Ballistic is silly .
7463	Unfortunately , it 's not silly fun unless you enjoy really bad movies .
7464	The twist that ends the movie is the one with the most emotional resonance , but twists are getting irritating , and this is the kind of material where the filmmakers should be very careful about raising eyebrows .
7465	The longer the movie goes , the worse it gets , but it 's actually pretty good in the first few minutes .
7466	While it 's genuinely cool to hear characters talk about early rap records -LRB- Sugar Hill Gang , etc. -RRB- , the constant referencing of hip-hop arcana can alienate even the savviest audiences .
7467	Not only unfunny , but downright repellent .
7468	Care deftly captures the wonder and menace of growing up , but he never really embraces the joy of Fuhrman 's destructive escapism or the grace-in-rebellion found by his characters .
7469	Forced , familiar and thoroughly condescending .
7470	Does little more than play an innocuous game of fill-in - the-blanks with a tragic past .
7471	K-19 exploits our substantial collective fear of nuclear holocaust to generate cheap Hollywood tension .
7472	Has a long and clunky ending ... which forces the audience to fidget through ten pseudo-serious minutes while waiting for the ending credits and the deleted scenes montage to break the audience 's awkward silence
7473	A ragbag of promising ideas and failed narrative , of good acting and plain old bad filmmaking .
7474	Whaley 's determination to immerse you in sheer , unrelenting wretchedness is exhausting .
7475	Uncommonly stylish but equally silly ... the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions .
7476	The entire movie is about a boring , sad man being boring and sad .
7477	The plot convolutions ultimately add up to nothing more than jerking the audience 's chain .
7478	Confirms the nagging suspicion that Ethan Hawke would be even worse behind the camera than he is in front of it .
7479	Made with no discernible craft and monstrously sanctimonious in dealing with childhood loss .
7480	It 's a trifle of a movie , with a few laughs surrounding an unremarkable soft center .
7481	Holden Caulfield did it better .
7482	A synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness .
7483	Oh come on .
7484	Like you could n't smell this turkey rotting from miles away .
7485	If it 's seldom boring , well , it 's also rarely coherent .
7486	Simplistic fluff-ball of whimsy .
7487	Not exactly the Bees Knees
7488	It does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed over a 28K modem .
7489	The kind of spectacularly misconceived enterprise that only a sophisticated cinephile could have perpetrated .
7490	Makes for some truly odd , at times confusing , kids entertainment ... but at least this time there 's some centered storytelling to go along with all the weird stuff .
7491	The film contains no good jokes , no good scenes , barely a moment when Carvey 's Saturday Night Live-honed mimicry rises above the level of embarrassment .
7492	Jacquot 's rendering of Puccini 's tale of devotion and double-cross is more than just a filmed opera .
7493	In his first stab at the form , Jacquot takes a slightly anarchic approach that works only sporadically .
7494	Chabrol has taken promising material for a black comedy and turned it instead into a somber chamber drama .
7495	It 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker .
7496	This is nothing but familiar territory .
7497	In execution , this clever idea is far less funny than the original , Killers From Space .
7498	One of the more irritating cartoons you will see this , or any , year .
7499	A broad , melodramatic estrogen opera that 's pretty toxic in its own right .
7500	Too slow , too long and too little happens .
7501	The film 's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency .
7502	It 's just filler .
7503	Sacrifices the value of its wealth of archival foot-age with its less-than-objective stance .
7504	Utterly lacking in charm , wit and invention , Roberto Benigni 's Pinocchio is an astonishingly bad film .
7505	A hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the Mason-Dixon line .
7506	Scores no points for originality , wit , or intelligence .
7507	It 's a cookie-cutter movie , a cut-and-paste job .
7508	They takes a long time to get to its gasp-inducing ending .
7509	Barely gets off the ground .
7510	Even on those rare occasions when the narrator stops yammering , Miller 's hand often feels unsure .
7511	Pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer Adam Larson Broder and his co-director , Tony R. Abrams , in their feature debut .
7512	At its best , Queen is campy fun like the Vincent Price horror classics of the '60s .
7513	At its worst , it implodes in a series of very bad special effects .
7514	From the opening scenes , it 's clear that All About the Benjamins is a totally formulaic movie .
7515	It takes a certain kind of horror movie to qualify as ` worse than expected , ' but Ghost Ship somehow manages to do exactly that .
7516	On the bright side , it contains Jesse Ventura 's best work since the XFL .
